aac_pssm0,aac_pssm1,aac_pssm2,aac_pssm3,aac_pssm4,aac_pssm5,aac_pssm6,aac_pssm7,aac_pssm8,aac_pssm9,aac_pssm10,aac_pssm11,aac_pssm12,aac_pssm13,aac_pssm14,aac_pssm15,aac_pssm16,aac_pssm17,aac_pssm18,aac_pssm19
-0.120879121,-0.615384615,-1.450549451,-1.373626374,-2.417582418,-0.703296703,-0.967032967,-1.56043956,-1.505494505,-1.230769231,-1.252747253,-0.736263736,-0.593406593,-2.296703297,-2.142857143,-0.747252747,-0.67032967,-2.846153846,-2.032967033,-1.10989011
-0.755506608,-0.651982379,-0.563876652,-0.755506608,-1.27092511,-0.5,-0.317180617,-1.414096916,-0.431718062,-0.757709251,-0.86784141,-0.381057269,-0.511013216,-0.726872247,-1.295154185,-0.431718062,-0.530837004,-1.740088106,-0.568281938,-0.916299559
-1.191256831,-1.092896175,-2.306010929,-2.535519126,-3.726775956,-1.650273224,-1.808743169,-3.202185792,-2.306010929,-2,-2.163934426,-1.163934426,-1.852459016,-3.207650273,-4.180327869,-1.825136612,-1.644808743,-4.120218579,-2.786885246,-2.087431694
-0.403846154,-0.326923077,-1,-1.5,-2.230769231,-0.134615385,-0.692307692,-1.5,-0.942307692,-1.25,-1.288461538,-0.269230769,-0.826923077,-1.769230769,-1.423076923,-0.519230769,-0.557692308,-2.307692308,-1.134615385,-1.096153846
-1.386363636,-1.265151515,-1.378787879,-1.772727273,-2.795454545,-1.053030303,-1.181818182,-2.924242424,-1.356060606,-0.954545455,-1.295454545,-0.560606061,-0.795454545,-1.371212121,-2.825757576,-1.25,-0.909090909,-2.628787879,-0.856060606,-1.356060606
-1.709923664,-0.564885496,-1.473282443,-2.34351145,-1.786259542,-1.145038168,-1.557251908,-3.175572519,-1.038167939,-2.030534351,-2.038167939,-0.190839695,-1.213740458,-2.511450382,-3.473282443,-1.198473282,-1.564885496,-3.038167939,-2.358778626,-2.083969466
-0.86407767,-0.087378641,-1.155339806,-1.776699029,-1.32038835,-0.980582524,-1.466019417,-1.398058252,-1.067961165,-1.262135922,-1.40776699,-0.349514563,-0.980582524,-1.980582524,-1.825242718,-0.650485437,-0.757281553,-2.398058252,-1.825242718,-1.145631068
-2.024691358,-0.617283951,-2.135802469,-2.950617284,-4.098765432,-1.135802469,-1.641975309,-4.12345679,-1.716049383,-3.024691358,-2.950617284,-0.666666667,-2.172839506,-3.740740741,-2.851851852,-2.012345679,-2.62962963,-4.098765432,-2.913580247,-3.098765432
-0.630081301,-0.146341463,-0.341463415,-0.532520325,-2.085365854,-0.288617886,-0.284552846,-1.37804878,-0.62195122,-1.231707317,-1.243902439,-0.020325203,-1.077235772,-1.402439024,-0.902439024,-0.280487805,-0.37398374,-2.085365854,-0.723577236,-1.142276423
-0.862275449,-0.95508982,-1.02994012,-1.410179641,-2.035928144,-0.964071856,-0.988023952,-2.083832335,-1.164670659,-0.763473054,-1.017964072,-0.838323353,-0.967065868,-1.658682635,-2.026946108,-0.78742515,-0.952095808,-3.01497006,-1.464071856,-1.182634731
-2.3125,-1.359375,-2.34375,-3.046875,-3.640625,-1.59375,-2.265625,-3.765625,-1.78125,-2.65625,-2.4375,-1.125,-1.890625,-3.703125,-3.546875,-2,-1.96875,-4.390625,-3.109375,-2.359375
-1.326388889,-0.131944444,-1.006944444,-1.756944444,-1.930555556,-0.597222222,-1.083333333,-2.486111111,-0.576388889,-1.465277778,-1.673611111,-0.020833333,-1.097222222,-2.118055556,-2.555555556,-1.027777778,-1.138888889,-2.354166667,-1.840277778,-1.888888889
-1.885714286,-0.557142857,-1.771428571,-2.214285714,-3.357142857,-1.271428571,-1.7,-2.985714286,-1.557142857,-2.871428571,-2.442857143,-0.257142857,-2.228571429,-3.157142857,-3.157142857,-1.342857143,-1.742857143,-3.757142857,-2.585714286,-2.471428571
-0.513605442,-1.568027211,-3.891156463,-3.496598639,-4.098639456,-2.180272109,-2.683673469,-3.489795918,-2.006802721,-2.639455782,-1.659863946,-3.758503401,-2.329931973,-3.591836735,-3.765306122,-2.19047619,-1.948979592,-4.792517007,-4.091836735,-1.642857143
-2.309090909,-3.272727273,-3.854545455,-3.727272727,-1.836363636,-3.581818182,-3.218181818,-3.872727273,-3.363636364,-3.454545455,-2.927272727,-3.709090909,-3.236363636,-4.218181818,-3.872727273,-2.8,-2.963636364,-5.181818182,-4.2,-2.418181818
-0.872093023,-0.841085271,-1.131782946,-1.317829457,-1.089147287,-0.062015504,-0.689922481,-1.515503876,-0.406976744,-1.34496124,-0.782945736,-1.205426357,-0.810077519,-1.430232558,-0.612403101,-0.38372093,-0.798449612,-2.282945736,-1.240310078,-0.976744186
-0.349514563,-0.898058252,-0.834951456,-0.703883495,-2.291262136,-0.601941748,-0.247572816,-0.922330097,-1.504854369,-1.300970874,-1.446601942,0.014563107,-1.101941748,-1.310679612,-0.946601942,-0.606796117,-0.504854369,-2.072815534,-1.160194175,-0.932038835
-0.739823009,-0.67079646,-0.699115044,-0.453097345,-1.198230088,-0.474336283,-0.401769912,-1.67079646,-0.610619469,-0.803539823,-1.017699115,-0.23539823,-0.516814159,-0.998230088,-1.033628319,-0.49380531,-0.578761062,-2.076106195,-0.849557522,-0.76460177
-0.694581281,-0.669950739,-0.564860427,-0.339901478,-1.195402299,-0.426929392,-0.234811166,-1.482758621,-0.449917898,-0.770114943,-1.093596059,-0.282430213,-0.385878489,-0.922824302,-1.070607553,-0.469622332,-0.571428571,-1.857142857,-0.799671593,-0.761904762
-2.181818182,-1.933884298,-2.066115702,-2.190082645,-3.32231405,-1.628099174,-1.834710744,-3.710743802,-2.016528926,-2.561983471,-2.32231405,-1.041322314,-1.545454545,-2.73553719,-3.26446281,-2.016528926,-2.041322314,-3.338842975,-2.41322314,-2.487603306
-1.050505051,-0.646464646,-1.252525253,-1.717171717,-3.767676768,-0.434343434,-0.525252525,-2.96969697,-1.202020202,-2.525252525,-2.343434343,0.737373737,-1.343434343,-2.757575758,-2.03030303,-1.282828283,-1.787878788,-3.737373737,-1.909090909,-2.464646465
-0.923076923,-0.717948718,-2.012820513,-2.333333333,-3.743589744,-1.115384615,-1.320512821,-2.641025641,-1.551282051,-1.935897436,-1.974358974,-0.525641026,-1.923076923,-2.692307692,-3.333333333,-1.294871795,-1.474358974,-4.166666667,-2.58974359,-2.08974359
-0.884848485,-0.717171717,-0.725252525,-0.901010101,-1.551515152,-0.424242424,-0.787878788,-1.858585859,-0.668686869,-0.882828283,-0.896969697,-0.478787879,-0.951515152,-1.133333333,-1.092929293,-0.280808081,-0.438383838,-2.416161616,-1.002020202,-0.765656566
-1.455284553,-1.016260163,-1.37398374,-1.975609756,-2.609756098,-0.325203252,-1.235772358,-2.601626016,-1,-1.93495935,-1.682926829,-0.894308943,-0.951219512,-2,-1.983739837,-1.25203252,-1.56097561,-3.18699187,-1.601626016,-1.902439024
-0.533018868,-0.660377358,-0.509433962,-1.132075472,-1.816037736,-0.235849057,-0.636792453,-1.396226415,-0.698113208,-1.396226415,-1.599056604,-0.41509434,-1.061320755,-1.773584906,-1.268867925,-0.179245283,-0.382075472,-2.731132075,-1.438679245,-1.25
-1.01459854,-0.890510949,-1.116788321,-1.481751825,-0.664233577,-0.383211679,-0.934306569,-2.416058394,-0.094890511,-0.875912409,-0.518248175,-1.124087591,0.248175182,-1.02189781,-1.781021898,-0.605839416,-0.781021898,-2.324817518,-1.083941606,-1.069343066
-0.493421053,-0.401315789,-1.519736842,-1.342105263,-2.967105263,-0.671052632,-0.394736842,-2.019736842,-1.072368421,-1.243421053,-0.881578947,-0.848684211,-0.486842105,-1.736842105,-2.473684211,-0.914473684,-0.802631579,-2.730263158,-1.743421053,-1.184210526
-1.314606742,-1.146067416,-1.269662921,-1.404494382,-1.97752809,-0.93258427,-1.011235955,-2.584269663,-0.93258427,-1.449438202,-1.235955056,-0.887640449,-1.02247191,-2.292134831,-2.146067416,-0.865168539,-1.202247191,-3.573033708,-2.157303371,-1.325842697
-0.930501931,-1.038610039,-1.324324324,-1.428571429,-1.494208494,-1.069498069,-1.046332046,-2.034749035,-1.104247104,-1.057915058,-1.1003861,-0.733590734,-1.16988417,-1.571428571,-1.532818533,-0.416988417,-0.818532819,-2.698841699,-1.698841699,-1.131274131
-0.31277533,-0.713656388,-0.599118943,-1.0969163,-2.158590308,-0.365638767,-0.651982379,-1,-1.123348018,-1.295154185,-1.27753304,-0.563876652,-0.801762115,-1.224669604,-0.845814978,0.052863436,-0.246696035,-2.202643172,-1.070484581,-0.991189427
-0.483516484,-0.131868132,-0.571428571,-1.010989011,-1.978021978,0.142857143,-0.087912088,-1.494505495,-0.527472527,-1.417582418,-1.296703297,0.186813187,-0.527472527,-1.593406593,-0.923076923,-0.197802198,-0.538461538,-1.769230769,-1.065934066,-1.10989011
-0.06888361,-2.460807601,-1.144893112,-1.280285036,-4.287410926,-0.798099762,-1.147268409,-1.790973872,-2.660332542,-1.83847981,-2.023752969,-1.144893112,-1.156769596,-1.96912114,-2.25415677,-1.182897862,-0.729216152,-2.111638955,-1.489311164,-1.339667458
-0.263736264,-1.054945055,-0.879120879,-1.005494505,-2.494505495,-0.296703297,-0.527472527,-1.912087912,-0.554945055,-0.978021978,-1.087912088,-0.906593407,-0.620879121,-1.637362637,-2.434065934,-0.741758242,-0.428571429,-2.758241758,-1.247252747,-0.956043956
-0.909090909,-0.888888889,-1,-1.525252525,-0.984848485,-1.080808081,-1.116161616,-2,-0.838383838,-0.651515152,-0.994949495,-0.777777778,-0.560606061,-1.065656566,-1.676767677,-0.696969697,-0.707070707,-2.666666667,-1.050505051,-0.590909091
-1.069767442,-0.523255814,-1.093023256,-1.255813953,-3.023255814,-0.604651163,-0.674418605,-1.965116279,-0.860465116,-2.104651163,-1.813953488,-0.569767442,-1.5,-2.372093023,-2.220930233,-0.279069767,-1.046511628,-3.406976744,-2.023255814,-1.76744186
-0.701030928,-1.12371134,-1.350515464,-1.659793814,-1.865979381,-0.835051546,-1.103092784,-2.536082474,-1.257731959,-1.154639175,-1.391752577,-0.804123711,-0.453608247,-1.886597938,-2.309278351,-0.87628866,-0.773195876,-3.793814433,-2.072164948,-1.134020619
-0.688172043,-1.053763441,-1.139784946,-1.408602151,-1.172043011,-0.806451613,-0.849462366,-2.301075269,-0.666666667,-1.311827957,-1.333333333,-0.817204301,-0.569892473,-1.924731183,-2.397849462,-0.924731183,-0.838709677,-3.365591398,-1.623655914,-1.139784946
-0.625806452,-0.490322581,-1.529032258,-1.703225806,-1.696774194,-1.15483871,-1.187096774,-2.012903226,-1.103225806,-1.316129032,-1.180645161,-0.8,-1.129032258,-1.606451613,-1.541935484,-1.019354839,-0.941935484,-1.483870968,-1.148387097,-1.122580645
-1.506493506,-0.428571429,-1.61038961,-2.402597403,-3.402597403,-0.376623377,-1.285714286,-2.727272727,-1.584415584,-2.857142857,-2.402597403,-0.584415584,-1.896103896,-3.116883117,-2.402597403,-1,-1.233766234,-3.727272727,-2.493506494,-2.532467532
-0.977011494,-0.816091954,-1.448275862,-1.597701149,-2.712643678,-0.83908046,-0.954022989,-2.390804598,-1,-1.609195402,-1.793103448,-0.643678161,-1.655172414,-2.517241379,-2.816091954,-1.022988506,-1.252873563,-3.862068966,-2.034482759,-1.83908046
-0.501718213,-0.852233677,-1.195876289,-1.120274914,-1.714776632,-0.920962199,-0.625429553,-1.487972509,-0.728522337,-0.58419244,-0.962199313,-0.604810997,-0.577319588,-1.161512027,-1.697594502,-0.580756014,-0.756013746,-2.054982818,-0.848797251,-0.666666667
-1.577319588,-1.113402062,-1.268041237,-1.783505155,-1.649484536,-1.175257732,-1.154639175,-1.896907216,-1.453608247,-2.082474227,-1.680412371,-0.319587629,-1.298969072,-2.195876289,-2.474226804,-0.989690722,-1.18556701,-2.731958763,-2.072164948,-1.835051546
-1.230434783,-1.317391304,-1.456521739,-1.843478261,-0.97826087,-0.72173913,-1.269565217,-2.839130435,-0.547826087,-1.060869565,-0.543478261,-1.52173913,0.17826087,-1.208695652,-2.552173913,-0.891304348,-1.039130435,-2.72173913,-1.456521739,-1.069565217
-1.223404255,-2.808510638,-1.691489362,-2.521276596,-2.765957447,-2.581560284,-2.439716312,-3.354609929,-2.156028369,-2.670212766,-2.436170213,-2.195035461,-2.80141844,-4.09929078,-4.826241135,-1.843971631,-2.326241135,-4.890070922,-3.333333333,-2.556737589
-1.125,-0.757352941,-0.992647059,-1.227941176,-1.661764706,-0.727941176,-0.661764706,-2.029411765,-0.897058824,-1.345588235,-1.455882353,-0.492647059,-1.154411765,-1.639705882,-1.147058824,-0.419117647,-0.742647059,-2.919117647,-1.558823529,-1.125
-2.023529412,-2.376470588,-2.164705882,-2.352941176,-3.152941176,-1.552941176,-1.882352941,-3.423529412,-2.223529412,-1.858823529,-2.164705882,-1.258823529,-1.823529412,-3.117647059,-3.576470588,-1.6,-1.423529412,-4.917647059,-3.447058824,-1.835294118
-0.664335664,-0.645687646,-0.643356643,-1.048951049,-1.96969697,-0.473193473,-0.624708625,-1.655011655,-0.811188811,-0.995337995,-1.016317016,-0.384615385,-0.713286713,-1.233100233,-1.547785548,-0.335664336,-0.258741259,-2.160839161,-0.89044289,-0.93006993
-0.95959596,-0.898989899,-2.434343434,-2.838383838,-2.898989899,-1.585858586,-2.050505051,-3.070707071,-1.535353535,-2.090909091,-1.828282828,-1.676767677,-1.737373737,-3.333333333,-3.818181818,-1.202020202,-1.444444444,-5,-2.929292929,-1.919191919
-0.827433628,-0.765486726,-1.460176991,-1.07079646,-1.327433628,-0.96460177,-0.442477876,-1.938053097,-0.765486726,-0.805309735,-1.061946903,-0.862831858,-0.774336283,-1.707964602,-2.181415929,-1.004424779,-0.915929204,-2.486725664,-1.5,-0.889380531
-1.569230769,-1.251282051,-1.605128205,-1.912820513,-2.502564103,-1.528205128,-1.4,-2.323076923,-1.846153846,-2.384615385,-2.779487179,-0.953846154,-1.748717949,-2.61025641,-2.646153846,-1.241025641,-1.579487179,-4.251282051,-2.753846154,-1.733333333
-0.585253456,-0.695852535,-0.539170507,-1.064516129,-2.096774194,-0.184331797,-0.410138249,-1.778801843,-0.926267281,-1.069124424,-0.97235023,-0.152073733,-0.6359447,-1.216589862,-1.603686636,-0.341013825,-0.382488479,-2.276497696,-1.055299539,-0.963133641
-0.422535211,-0.584507042,-0.464788732,-0.38028169,-1.922535211,0.147887324,0.007042254,-1.669014085,-1.042253521,-1.161971831,-1.197183099,-0.204225352,-0.626760563,-1.85915493,-1.577464789,0.007042254,-0.014084507,-2.661971831,-1.408450704,-0.936619718
-2.074626866,-0.104477612,-2.089552239,-3.194029851,-3.597014925,-0.641791045,-1.671641791,-3.985074627,-2.119402985,-2.985074627,-2.611940299,-0.582089552,-2,-3.611940299,-3.776119403,-1.820895522,-1.686567164,-4.507462687,-3.223880597,-2.537313433
-0.680555556,-1.375,-1.055555556,-1.263888889,-3.666666667,0.277777778,-0.833333333,-1.611111111,-1.472222222,-1.930555556,-1.319444444,-2.125,-0.805555556,-2.319444444,-1.736111111,-0.972222222,-1.361111111,-3.861111111,-2.430555556,-1.916666667
-1.014285714,-0.914285714,-1.157142857,-1.014285714,-2.585714286,-0.514285714,-0.428571429,-2.4,-1.614285714,-1.185714286,-1.357142857,-0.128571429,-0.828571429,-2.214285714,-1.857142857,-0.6,-0.542857143,-3.314285714,-1.842857143,-1.214285714
-0.561085973,-0.941176471,-0.443438914,-0.850678733,-1.79638009,-0.321266968,-0.556561086,-1.561085973,-0.79638009,-0.85520362,-0.990950226,-0.524886878,-0.619909502,-0.841628959,-1.257918552,-0.303167421,-0.271493213,-2.022624434,-0.751131222,-0.868778281
-0.754010695,-0.823529412,-1.165775401,-1.438502674,-2.085561497,-0.77540107,-1.085561497,-1.780748663,-1.053475936,-1.197860963,-1.35828877,-0.754010695,-1.165775401,-1.475935829,-1.700534759,-0.379679144,-0.534759358,-2.732620321,-1.315508021,-0.92513369
-0.710144928,-0.65010352,-0.610766046,-0.83436853,-1.091097308,-0.523809524,-0.85300207,-1.405797101,-0.335403727,-1.093167702,-1.17184265,-0.573498965,-0.594202899,-1,-0.734989648,-0.213250518,-0.48447205,-1.447204969,-0.884057971,-1.095238095
-0.977011494,-0.9348659,-1.095785441,-1.486590038,-0.697318008,-0.325670498,-0.862068966,-2.187739464,-0.325670498,-0.900383142,-0.53256705,-1.249042146,0.030651341,-1.111111111,-1.329501916,-0.425287356,-0.659003831,-2.291187739,-1.233716475,-0.980842912
-0.945454545,-0.363636364,-1.309090909,-1.545454545,-2.436363636,-0.472727273,-0.672727273,-2.327272727,-1.090909091,-1.454545455,-1.381818182,-0.454545455,-1.309090909,-1.872727273,-0.981818182,-1.036363636,-0.8,-2.345454545,-1.254545455,-1.418181818
-0.994152047,-1.280701754,-2.421052632,-2.538011696,-3.543859649,-1.701754386,-1.81871345,-3.350877193,-1.906432749,-1.625730994,-1.801169591,-1.959064327,-1.479532164,-2.953216374,-3.543859649,-1.514619883,-1.315789474,-4.438596491,-2.912280702,-1.432748538
-1.173758865,-1.290780142,-1.273049645,-1.5,-2.478723404,-1.106382979,-1.124113475,-2.283687943,-1.460992908,-0.726950355,-1.237588652,-0.833333333,-1.085106383,-1.390070922,-2.177304965,-1.226950355,-1.092198582,-2.585106383,-1.014184397,-1.095744681
-0.75,-0.980263158,-1.032894737,-0.703947368,-2.296052632,-0.684210526,-0.184210526,-2.032894737,-1.25,-1.434210526,-1.342105263,-0.447368421,-1.105263158,-2.046052632,-2.276315789,-0.513157895,-0.789473684,-3.171052632,-1.921052632,-1.144736842
-0.006825939,-0.232081911,-1.112627986,-1.088737201,-2.184300341,-0.354948805,-0.682593857,-1.252559727,-0.255972696,-1.556313993,-1.47440273,-1.013651877,-0.788395904,-1.791808874,-1.894197952,-0.788395904,-0.614334471,-1.580204778,-1.419795222,-1.150170648
-0.817460317,-0.626984127,-1.579365079,-1.619047619,-2.325396825,-0.714285714,-0.650793651,-2.531746032,-1.087301587,-1.523809524,-1.341269841,-0.492063492,-0.642857143,-2.063492063,-2.761904762,-1.031746032,-1.015873016,-3.158730159,-1.746031746,-1.404761905
-1.196013289,-1.272425249,-0.80730897,-1.561461794,-3.272425249,-0.744186047,-1.395348837,-1.754152824,-1.990033223,-1.930232558,-2.61461794,-1.38538206,-1.684385382,-2.189368771,-2.259136213,-0.993355482,-0.727574751,-2.750830565,-2.03654485,-1.411960133
-0.88,-0.92,-0.24,-0.933333333,-1.84,-0.493333333,-0.586666667,-1.746666667,-1.066666667,-0.906666667,-1.133333333,-0.36,-0.666666667,-1.453333333,-1.64,-0.2,-0.306666667,-2.32,-1.066666667,-0.866666667
-1.21875,-1.734375,-2.359375,-3.296875,-3.78125,-1.875,-2.015625,-3.09375,-3.0625,-2.109375,-1.921875,-1.6875,-1.625,-3.46875,-4.546875,-1.625,-1.609375,-4.390625,-3.140625,-2.4375
-0.555555556,-0.833333333,-0.907407407,-0.925925926,-1.981481481,-0.37037037,-0.5,-1.444444444,-1.259259259,-1.314814815,-1.240740741,-0.444444444,-0.666666667,-1.722222222,-1.259259259,-0.277777778,-0.62962963,-2.314814815,-1.351851852,-0.962962963
-0.992753623,-0.445652174,-1.094202899,-1.336956522,-1.927536232,-0.532608696,-0.768115942,-2.054347826,-0.673913043,-0.869565217,-0.989130435,-0.543478261,-0.949275362,-1.144927536,-2.018115942,-0.800724638,-0.844202899,-1.699275362,-0.775362319,-1.213768116
-0.344086022,-0.387096774,-0.569892473,-0.677419355,-2.311827957,-0.193548387,-0.043010753,-1.268817204,-1.053763441,-1.569892473,-1.677419355,0.161290323,-1.139784946,-2.021505376,-1.35483871,-0.333333333,-0.365591398,-2.258064516,-1.494623656,-1.301075269
-1.270491803,-1.467213115,-1.803278689,-2.057377049,-2.368852459,-1.278688525,-1.31147541,-3.254098361,-1.352459016,-1.459016393,-1.442622951,-1.344262295,-1.245901639,-2.844262295,-3.319672131,-1.508196721,-1.418032787,-4.024590164,-2.598360656,-1.573770492
-2.040229885,-0.459770115,-0.494252874,-2.068965517,-1.459770115,-1.764367816,-1.810344828,-2.287356322,-0.408045977,-1.522988506,-2.287356322,-0.252873563,-1.517241379,-2,-3.103448276,-1.465517241,-1.477011494,-1.982758621,-0.58045977,-1.844827586
-0.929078014,0.170212766,-0.773049645,-1.631205674,-0.560283688,-0.503546099,-1.113475177,-2.141843972,0.120567376,-1.340425532,-1.595744681,-0.092198582,-0.730496454,-1.695035461,-1.730496454,-0.744680851,-0.631205674,-1.354609929,-1.212765957,-1.460992908
0.911016949,0.360169492,-2.983050847,-1.313559322,-3.563559322,-1.237288136,-1.072033898,-1.597457627,-1.127118644,-2.161016949,-1.271186441,-3.004237288,-1.415254237,-2.733050847,-2.190677966,-1.275423729,-0.699152542,-2.81779661,-2.949152542,-1.008474576
-0.929411765,-1.329411765,-1.435294118,-1.411764706,-2.894117647,-0.976470588,-0.729411765,-2.082352941,-1.705882353,-1.305882353,-1.6,-1.011764706,-1.094117647,-2.294117647,-2.094117647,-1.035294118,-1.105882353,-2.729411765,-2.129411765,-1.4
-1.2,-1.290909091,-1.518181818,-1.845454545,-1.890909091,-1.263636364,-1.681818182,-2.209090909,-1.127272727,-0.636363636,-1.254545455,-1.327272727,-0.718181818,-1.618181818,-2.181818182,-1.309090909,-1.081818182,-2.681818182,-1.263636364,-0.718181818
-0.707865169,-0.640449438,-1.02247191,-1.471910112,-2.438202247,-0.876404494,-0.752808989,-2.056179775,-1.943820225,-0.719101124,-1.134831461,-0.449438202,-0.674157303,-1.97752809,-1.966292135,-0.438202247,-0.494382022,-3.123595506,-1.550561798,-0.303370787
-0.578125,-0.828125,-0.875,-1.328125,-2.203125,-0.5,-0.78125,-1.453125,-0.5,-1.265625,-1.3125,-0.796875,-0.703125,-1.40625,-1.609375,-0.5,-0.625,-2.421875,-0.9375,-0.984375
-0.639344262,-0.295081967,-0.344262295,-1.278688525,-2.147540984,-0.114754098,-0.672131148,-2.114754098,-0.918032787,-1.098360656,-0.983606557,-0.131147541,-0.672131148,-2.327868852,-2.180327869,-0.557377049,-0.557377049,-3.245901639,-1.868852459,-1.229508197
-0.398401826,-1.109589041,-0.654109589,-0.778538813,-0.305936073,-0.196347032,-0.523972603,-1.871004566,-0.492009132,-0.156392694,-0.343607306,-0.889269406,0.118721461,-0.601598174,-1.353881279,-0.408675799,-0.614155251,-1.866438356,-0.866438356,-0.514840183
-0.89182058,-0.604221636,-0.72823219,-1.139841689,-1.002638522,-0.546174142,-0.765171504,-1.701846966,-0.693931398,-0.807387863,-1.073878628,-0.279683377,-0.459102902,-0.965699208,-1.514511873,-0.699208443,-0.733509235,-1.897097625,-0.978891821,-1.021108179
-0.680851064,-0.117021277,-0.968085106,-1.691489362,-0.861702128,-0.638297872,-1.180851064,-1.308510638,-0.244680851,-2.361702128,-1.893617021,-0.808510638,-1.457446809,-2.212765957,-1.659574468,-0.468085106,-1.212765957,-2.893617021,-1.893617021,-1.510638298
-0.34375,-0.15625,-1.489583333,-1.104166667,-2.817708333,-0.598958333,-0.145833333,-1.958333333,-1.1875,-1,-0.703125,-0.651041667,-0.692708333,-1.713541667,-1.854166667,-0.786458333,-0.760416667,-2.385416667,-1.515625,-0.885416667
-0.225806452,-1.107526882,-1.086021505,-1.989247312,-3.182795699,-1.172043011,-1.322580645,-1.913978495,-1.258064516,-1.870967742,-1.849462366,0.408602151,-1.47311828,-2.677419355,-1.408602151,-0.419354839,-0.580645161,-3.666666667,-2.387096774,-1.322580645
-0.169398907,-1,-0.901639344,-0.93989071,-2.459016393,-0.273224044,-0.590163934,-1.693989071,-0.393442623,-1.092896175,-1.229508197,-0.928961749,-0.557377049,-1.74863388,-2.213114754,-0.661202186,-0.486338798,-2.56284153,-1.289617486,-1.027322404
