aac_pssm0,aac_pssm1,aac_pssm2,aac_pssm3,aac_pssm4,aac_pssm5,aac_pssm6,aac_pssm7,aac_pssm8,aac_pssm9,aac_pssm10,aac_pssm11,aac_pssm12,aac_pssm13,aac_pssm14,aac_pssm15,aac_pssm16,aac_pssm17,aac_pssm18,aac_pssm19
-2.370967742,-2.612903226,-2.161290323,-2.048387097,-3.596774194,-2.016129032,-1.564516129,-2.774193548,-2.5,-3.016129032,-3.225806452,-2.258064516,-2.677419355,-3.370967742,-3.322580645,-2.112903226,-2.080645161,-4.241935484,-2.887096774,-2.596774194
-0.754385965,-2.292397661,-2.157894737,-2.330409357,-3.087719298,-2.239766082,-2.096491228,-2.69005848,-2.157894737,-1.80994152,-1.956140351,-2.064327485,-2.216374269,-2.578947368,-2.754385965,-1.35380117,-1.283625731,-3.67251462,-2.713450292,-1.263157895
-0.600649351,-0.821428571,-1.003246753,-1.071428571,-1.50974026,-0.668831169,-0.678571429,-1.707792208,-0.441558442,-0.935064935,-0.944805195,-0.876623377,-0.75,-1.13961039,-1.347402597,-0.574675325,-0.659090909,-2.152597403,-0.88961039,-0.918831169
-1.042105263,-2.037593985,-1.398496241,-2.14887218,-5.536842105,-1.747368421,-2.756390977,-1.882706767,-3.004511278,-2.630075188,-2.363909774,-2.962406015,-2.691729323,-2.187969925,-3.49924812,-1.084210526,-0.696240602,-3.294736842,-1.90075188,-1.905263158
-0.734439834,-0.87966805,-0.829875519,-0.809128631,-1.460580913,-0.709543568,-0.547717842,-1.589211618,-0.493775934,-1.066390041,-1.10373444,-0.65560166,-0.709543568,-1.128630705,-1.273858921,-0.585062241,-0.77593361,-1.796680498,-0.825726141,-0.904564315
-0.446428571,-1.038690476,-1.113095238,-0.931547619,-2.648809524,-0.931547619,-1.130952381,-1.104166667,-0.422619048,-1.113095238,-1.520833333,-1.675595238,-0.401785714,-1.449404762,-0.604166667,-0.976190476,-0.30952381,-1.401785714,-1.193452381,-0.625
-0.935294118,-1.523529412,-1.917647059,-1.488235294,-4.488235294,-1.358823529,-1.705882353,-2.394117647,-1.694117647,-1.888235294,-1.782352941,-1.629411765,-1.547058824,-2.070588235,-2.511764706,-1.535294118,-1.058823529,-3.605882353,-2.029411765,-1.494117647
-1.881889764,-2.551181102,-3.165354331,-2.763779528,-4.385826772,-2.535433071,-2.275590551,-3.897637795,-3.149606299,-1.834645669,-1.905511811,-2.653543307,-1.913385827,-3.62992126,-4.031496063,-2.440944882,-2.251968504,-5.236220472,-3.755905512,-1.929133858
-0.159574468,-1.255319149,-1.042553191,-1.393617021,-0.5,-0.755319149,-1.14893617,-1.180851064,-1.521276596,-1.244680851,-1.265957447,-0.893617021,-0.946808511,-2.085106383,-1.585106383,0.053191489,-0.191489362,-2.29787234,-1.776595745,-0.946808511
-0.789366053,-2.137014315,-2.578732106,-2.54192229,-4.09202454,-2.349693252,-2.668711656,-2.429447853,-2.233128834,-2.922290389,-2.466257669,-3.00408998,-2.188139059,-2.795501022,-2.807770961,-1.883435583,-1.797546012,-3.351738241,-2.842535787,-2.224948875
-1.065420561,-1.317757009,-1.476635514,-1.794392523,-1.934579439,-1.420560748,-1.429906542,-1.976635514,-1.299065421,-1.757009346,-2.11682243,-1.411214953,-1.247663551,-2.26635514,-2.177570093,-1.612149533,-1.280373832,-2.53271028,-1.462616822,-1.308411215
-0.784,-1.424,-0.776,-0.936,-3.672,-0.752,-1.136,-2.104,-1.24,-1.16,-1.224,-1.352,-0.936,-1.28,-1.68,-0.712,-0.976,-2.144,-0.896,-1.12
-1.109756098,-2.195121951,-0.56097561,-1.207317073,0.280487805,-1.231707317,-1.829268293,-0.475609756,-1.743902439,-2.731707317,-2.975609756,-1.585365854,-2.768292683,-2.414634146,-1.634146341,-0.536585366,-1.036585366,-2.097560976,-1.268292683,-2.353658537
-1.060606061,-1.67003367,-1.552188552,-1.794612795,-2.831649832,-1.32996633,-1.279461279,-2.292929293,-2.057239057,-1.218855219,-1.333333333,-0.932659933,-1.158249158,-2.057239057,-2.97979798,-1.134680135,-1.151515152,-3.686868687,-2.080808081,-1.272727273
-0.003816794,-0.900763359,-0.770992366,-0.965648855,-2.064885496,-0.625954198,-0.591603053,-0.86259542,-1.34351145,-0.961832061,-0.988549618,-0.553435115,-0.77480916,-1.015267176,-1.141221374,0.007633588,-0.366412214,-2.083969466,-1.110687023,-0.828244275
-1.124031008,-2.015503876,-2.542635659,-2.434108527,-4.992248062,-1.488372093,-1.992248062,-2.84496124,-2.527131783,-2.19379845,-2.031007752,-2.046511628,-1.868217054,-2.558139535,-2.96124031,-2.023255814,-1.790697674,-3.503875969,-2.379844961,-1.744186047
-0.123015873,-1.011904762,-0.996031746,-1.01984127,-1.246031746,-0.876984127,-0.805555556,-1.317460317,-0.837301587,-0.634920635,-1.05952381,-0.825396825,-0.456349206,-1.428571429,-1.698412698,-0.773809524,-0.996031746,-1.674603175,-1.134920635,-0.666666667
-0.448529412,-1.610294118,-2.404411765,-1.968137255,-2.360294118,-2.051470588,-1.87254902,-2.051470588,-1.137254902,-1.654411765,-1.617647059,-2.536764706,-1.181372549,-2.227941176,-2.470588235,-1.764705882,-1.458333333,-2.210784314,-1.948529412,-1.357843137
-0.820833333,-1.029166667,-0.691666667,-0.9875,-1.979166667,-0.675,-0.7125,-1.279166667,-0.55,-1.3125,-1.470833333,-0.516666667,-0.879166667,-1.358333333,-1.441666667,-0.433333333,-0.316666667,-2.3625,-0.945833333,-1.008333333
-0.22007722,-0.706563707,-1.791505792,-1.393822394,-1.94980695,-0.992277992,-1.104247104,-1.957528958,-0.602316602,-1.640926641,-1.366795367,-1.77992278,-1.285714286,-1.405405405,-1.891891892,-1.312741313,-1.231660232,-1.405405405,-1.548262548,-1.231660232
-0.962732919,-1.298136646,-0.279503106,-1.136645963,-2.335403727,-0.677018634,-1.049689441,-1.751552795,-1.366459627,-1.180124224,-1.422360248,-1.068322981,-1.111801242,-1.559006211,-1.795031056,-0.335403727,-0.01242236,-2.217391304,-0.925465839,-0.98757764
-0.222222222,-0.22705314,-0.888888889,-0.768115942,-0.884057971,-0.342995169,-0.52173913,-1.367149758,0.285024155,-0.792270531,-0.975845411,-0.942028986,-0.342995169,-1.173913043,-1.077294686,-0.68115942,-0.623188406,-0.90821256,-0.758454106,-0.801932367
-0.160583942,-0.832116788,-1.715328467,-1.416058394,-2.401459854,-1.02189781,-1.02919708,-1.605839416,-1.671532847,-1.532846715,-1.160583942,-1.445255474,-1.306569343,-1.883211679,-1.204379562,-1.03649635,-0.912408759,-2.277372263,-2.051094891,-0.861313869
-0.295,-0.575,-0.9725,-0.77,-0.965,-0.3525,-0.4,-1.175,-0.04,-1.15,-1.26,-0.81,-0.2275,-1.0375,-1.035,-0.6325,-0.57,-0.9875,-0.67,-1.02
0.24137931,-0.958949097,-0.735632184,-0.789819376,-2.300492611,-0.646962233,-0.850574713,-0.756978654,-1.106732348,-1.201970443,-1.249589491,-1.126436782,-1.103448276,-1.169129721,-0.674876847,-0.361247947,-0.239737274,-1.45320197,-0.97044335,-0.894909688
-0.670932358,-0.998171846,-0.731261426,-1.045703839,-1.239488117,-0.817184644,-0.835466179,-1.734917733,-0.422303473,-0.932358318,-1.171846435,-0.844606947,-0.700182815,-0.901279707,-1.469835466,-0.802559415,-0.683729433,-0.862888483,-0.658135283,-1.058500914
-1.204918033,-1.540983607,-1.057377049,-1.5,-2.639344262,-1.090163934,-1.557377049,-1.581967213,-1.770491803,-1.754098361,-1.737704918,-1.532786885,-1.598360656,-1.983606557,-2.245901639,-0.467213115,-0.254098361,-2.639344262,-1.836065574,-1.368852459
-1.14379085,-1.660130719,-0.660130719,-0.653594771,-2.366013072,-1.130718954,-0.130718954,-1.712418301,-1.274509804,-0.836601307,-1.326797386,-0.882352941,-1.169934641,-0.901960784,-2.359477124,-0.810457516,-1.261437908,-2.039215686,-0.509803922,-1.366013072
-0.28042328,-0.777777778,-1.312169312,-1.206349206,-1.333333333,-1.021164021,-0.941798942,-1.222222222,-0.333333333,-0.62962963,-1.137566138,-1.042328042,-0.523809524,-1.375661376,-1.37037037,-0.619047619,-0.534391534,-2.365079365,-1.365079365,-0.566137566
-0.419618529,-0.792915531,-0.901907357,-0.722070845,-1.27520436,-0.792915531,-0.455040872,-1.596730245,-0.975476839,-0.686648501,-0.692098093,-0.683923706,-0.662125341,-1.013623978,-1.485013624,-0.588555858,-0.784741144,-2.133514986,-1.038147139,-0.803814714
-0.025157233,-1.389937107,-1.270440252,-1.679245283,-1.320754717,-1.182389937,-1.182389937,-1.591194969,-1.018867925,-0.899371069,-1.194968553,-1.20754717,-0.647798742,-1.51572327,-2.194968553,-0.710691824,-0.666666667,-2.893081761,-1.559748428,-0.616352201
-0.071428571,-0.642857143,-0.895408163,-1.170918367,-0.443877551,-0.729591837,-1.099489796,-0.788265306,-0.37755102,-0.915816327,-1.137755102,-1.033163265,-0.163265306,-1.237244898,-1.025510204,-0.581632653,-0.479591837,-1.431122449,-1.071428571,-0.698979592
-0.288065844,-0.674897119,-2.794238683,-2.46090535,-4.29218107,-1.341563786,-1.448559671,-3.012345679,-1.62962963,-1.913580247,-1.646090535,-2.358024691,-1.374485597,-3.230452675,-3.814814815,-1.687242798,-1.78600823,-4.641975309,-3.238683128,-1.670781893
-0.79222973,-2.128378378,-1.206081081,-1.513513514,-4.101351351,-1.319256757,-1.52027027,-2.244932432,-2.287162162,-1.724662162,-1.864864865,-1.537162162,-1.552364865,-1.891891892,-2.072635135,-1.361486486,-0.945945946,-2.349662162,-1.327702703,-1.413851351
-0.167979003,-1.028871391,-0.564304462,-0.811023622,-1.811023622,-0.88976378,-1.041994751,-0.682414698,-1.104986877,-1.485564304,-1.543307087,-1.062992126,-1.351706037,-1.377952756,-1.275590551,-0.199475066,-0.254593176,-1.509186352,-0.82152231,-1.073490814
-1.184466019,-1.184466019,-0.786407767,-1.466019417,-2.330097087,-0.631067961,-1.145631068,-2.388349515,-1.640776699,-1.757281553,-1.970873786,-0.893203883,-1.495145631,-2.32038835,-1.59223301,-0.45631068,-0.718446602,-3.436893204,-1.970873786,-1.310679612
-0.784722222,-0.604166667,-0.861111111,-1.111111111,-1.805555556,-0.243055556,-0.611111111,-1.652777778,-1.069444444,-0.777777778,-1.548611111,-0.625,-0.875,-1.777777778,-1.625,-0.694444444,-0.763888889,-3.319444444,-1.763888889,-0.715277778
-0.677419355,-1.133064516,-1.564516129,-1.689516129,-2.608870968,-1.189516129,-1.193548387,-2.322580645,-1.181451613,-1.548387097,-1.733870968,-1.092741935,-0.987903226,-1.963709677,-2.47983871,-1.334677419,-1.233870968,-2.241935484,-1.358870968,-1.455645161
-1.546583851,-1.776397516,-1.546583851,-2.093167702,-2.105590062,-1.645962733,-1.720496894,-3.049689441,-1.590062112,-1.683229814,-1.708074534,-1.571428571,-1.316770186,-2.118012422,-2.378881988,-1.217391304,-1.534161491,-3.093167702,-1.931677019,-1.714285714
-0.279329609,-0.530726257,-1.346368715,-0.69273743,-2.234636872,-0.748603352,-0.636871508,-1.212290503,-0.547486034,-1.290502793,-1.195530726,-1.273743017,-1.134078212,-1.48603352,-1.625698324,-0.74301676,-0.586592179,-1.675977654,-1.245810056,-0.899441341
-0.447004608,-1.592165899,-2.205069124,-2.278801843,-4.377880184,-1.384792627,-1.753456221,-2.771889401,-2.221198157,-2.101382488,-1.792626728,-2.126728111,-1.898617512,-2.640552995,-3.380184332,-1.389400922,-1.218894009,-3.997695853,-2.460829493,-1.631336406
-0.508090615,-0.453074434,-0.466019417,-0.896440129,-1.343042071,-0.530744337,-1.067961165,-1.110032362,-0.281553398,-1.061488673,-1.210355987,-0.747572816,-0.446601942,-0.666666667,-1.058252427,-0.323624595,-0.433656958,-1.343042071,-0.699029126,-0.805825243
-0.285464098,-1.87915937,-1.642732049,-1.767075306,-2.315236427,-1.842381786,-1.700525394,-1.504378284,-1.525394046,-1.963222417,-2.129597198,-1.92469352,-1.374781086,-2.23117338,-2.735551664,-1.34676007,-1.152364273,-2.672504378,-1.873905429,-1.565674256
-0.802030457,-0.553299492,-1.040609137,-0.913705584,-1.218274112,-0.741116751,-0.543147208,-1.776649746,-0.431472081,-1.050761421,-1.182741117,-0.670050761,-0.218274112,-1.269035533,-1.375634518,-1.025380711,-0.827411168,-1.182741117,-0.934010152,-1.065989848
-0.4,-1.632258065,-0.787096774,-1.2,-2.716129032,-0.896774194,-0.941935484,-1.103225806,-1.419354839,-1.006451613,-1.309677419,-1.193548387,-0.774193548,-1.341935484,-0.941935484,-0.529032258,-0.077419355,-2.470967742,-1.141935484,-0.516129032
-1.989637306,-2.103626943,-1.839378238,-2.243523316,-2.569948187,-2.274611399,-2.202072539,-2.383419689,-2.041450777,-2.341968912,-2.683937824,-1.668393782,-2.321243523,-2.476683938,-3.020725389,-1.67357513,-1.538860104,-4.103626943,-2.689119171,-1.948186528
-1.140909091,-0.959090909,-0.704545455,-1.168181818,-2.272727273,-0.836363636,-1.154545455,-1.213636364,-0.636363636,-1.077272727,-1.231818182,-1.190909091,-0.922727273,-0.990909091,-1.695454545,-0.359090909,-0.618181818,-2.386363636,-0.85,-1.027272727
-1.368876081,-1.100864553,-1.063400576,-1.389048991,-1.377521614,-1.07204611,-1.187319885,-2.233429395,-0.812680115,-1.360230548,-1.461095101,-1.083573487,-1.017291066,-1.417867435,-2.319884726,-0.772334294,-1.106628242,-2.340057637,-1.368876081,-1.345821326
-1,-2,-1.525423729,-2.152542373,-2.949152542,-0.338983051,-1.237288136,-2.966101695,-2.389830508,-2.288135593,-1.813559322,-1.220338983,-0.966101695,-2.338983051,-2.644067797,-1,-1.203389831,-3.610169492,-2.288135593,-1.86440678
-0.245283019,-1.724056604,-1.353773585,-1.804245283,-0.511792453,-1.391509434,-1.818396226,-0.549528302,-0.867924528,-0.375,-0.632075472,-1.856132075,0.143867925,-0.023584906,-1.476415094,-0.636792453,-0.577830189,-0.094339623,-0.558962264,-0.422169811
-0.232142857,-0.705357143,-0.991071429,-1.077380952,-1.336309524,-0.776785714,-0.875,-1.401785714,-0.803571429,-0.910714286,-0.943452381,-0.875,-0.639880952,-1.505952381,-1.327380952,-0.413690476,-0.636904762,-2.369047619,-1.18452381,-0.821428571
-0.363636364,-1.363636364,-1.353535354,-1.464646465,-2.828282828,-1.181818182,-1.565656566,-1.737373737,-1.363636364,-2.212121212,-2.232323232,-0.95959596,-1.343434343,-2.363636364,-2.111111111,-1.212121212,-1.303030303,-2.717171717,-2.131313131,-1.787878788
-0.74563591,-1.668329177,-2.399002494,-2.249376559,-2.748129676,-1.960099751,-1.596009975,-2.324189526,-1.640897756,-1.498753117,-1.793017456,-2.259351621,-1.406483791,-2.029925187,-2.922693267,-1.728179551,-1.483790524,-3.007481297,-2.049875312,-1.518703242
-1.806818182,-2.090909091,-1.291666667,-2.003787879,-2.696969697,-1.621212121,-1.977272727,-2.397727273,-1.03030303,-2.109848485,-2.151515152,-1.829545455,-1.867424242,-2.060606061,-2.303030303,-1.045454545,-1.265151515,-3.053030303,-1.931818182,-2.022727273
-1.625,-1.095238095,-1.178571429,-1.523809524,-0.857142857,-1.226190476,-1.44047619,-2.220238095,-0.648809524,-1.255952381,-1.505952381,-0.94047619,-0.904761905,-1.017857143,-2.380952381,-0.630952381,-0.898809524,-2.291666667,-0.988095238,-1.19047619
-0.345878136,-0.989247312,-0.322580645,-0.858422939,-1.709677419,-0.713261649,-0.831541219,-0.815412186,-1.111111111,-0.974910394,-1.204301075,-0.761648746,-0.863799283,-1.390681004,-1.521505376,-0.125448029,-0.159498208,-2.055555556,-1.068100358,-0.795698925
-0.743589744,-1.179487179,-1.032051282,-1.083333333,-2.051282051,-1,-0.775641026,-1.608974359,-1.147435897,-1.076923077,-1.102564103,-0.948717949,-0.878205128,-1.397435897,-1.801282051,-0.756410256,-0.532051282,-2.173076923,-1.179487179,-1.032051282
-0.669014085,-1.133802817,-1.014084507,-1.507042254,-2.781690141,-1.028169014,-0.908450704,-1.464788732,-1.478873239,-1.394366197,-1.725352113,-0.746478873,-1.633802817,-2.330985915,-1.936619718,-0.964788732,-0.866197183,-2.098591549,-1.605633803,-1.464788732
-0.744360902,-1.443609023,-1.526315789,-1.571428571,-2.857142857,-1.323308271,-1.315789474,-1.37593985,-1.54887218,-1.796992481,-1.939849624,-1.353383459,-1.879699248,-2.278195489,-1.270676692,-1.293233083,-0.909774436,-2.902255639,-1.864661654,-0.984962406
-0.044585987,-0.917197452,-1.611464968,-1.414012739,-3.050955414,-1.165605096,-0.974522293,-1.057324841,-1.458598726,-1.222929936,-1.445859873,-1.324840764,-1,-2.038216561,-2.21656051,-0.707006369,-0.375796178,-2.872611465,-2.305732484,-0.452229299
-0.310218978,-1.160583942,-1.281021898,-1.273722628,-1.52189781,-1.237226277,-0.835766423,-1.448905109,-1.040145985,-0.839416058,-0.934306569,-1.113138686,-0.52189781,-1.489051095,-1.598540146,-0.817518248,-0.788321168,-2.441605839,-1.193430657,-0.821167883
-0.681063123,-1.511627907,-0.833887043,-1.604651163,-1.661129568,-0.956810631,-1.332225914,-1.481727575,-1.252491694,-1.312292359,-1.338870432,-1.196013289,-0.930232558,-1.607973422,-1.996677741,-0.488372093,-0.448504983,-2.591362126,-1.235880399,-0.873754153
-0.371757925,-1.040345821,-1.132564841,-1.060518732,-1.334293948,-1.308357349,-0.832853026,-1.44092219,-0.752161383,-0.904899135,-1.187319885,-0.988472622,-0.749279539,-1.363112392,-1.472622478,-0.818443804,-0.613832853,-1.962536023,-1.30259366,-1.011527378
-1.019417476,-1.32038835,-1.165048544,-1.32038835,-2.737864078,-1.029126214,-1.009708738,-2.106796117,-1.640776699,-1.339805825,-1.640776699,-0.631067961,-1.300970874,-1.961165049,-2.359223301,-1.213592233,-1.038834951,-3.233009709,-1.718446602,-1.067961165
-2.614814815,-2.014814815,-1.474074074,-2.377777778,-3.185185185,-1.762962963,-2.044444444,-2.881481481,-1.592592593,-2.962962963,-2.711111111,-1.688888889,-2.340740741,-2.533333333,-3.718518519,-1.014814815,-1.814814815,-2.592592593,-2.303703704,-2.918518519
-0.570175439,-0.973684211,-1.00877193,-0.824561404,-2.228070175,-0.666666667,-0.640350877,-1.122807018,-1.342105263,-1.350877193,-1.315789474,-0.745614035,-1.00877193,-1.614035088,-1.201754386,-0.456140351,-0.438596491,-2.122807018,-1.570175439,-1.00877193
-1.432624113,-1.723404255,-1.744680851,-1.929078014,-2.262411348,-1.716312057,-1.964539007,-0.95035461,-1.170212766,-1.609929078,-2.482269504,-1.75177305,-2.085106383,-1.475177305,-3,-0.666666667,-0.843971631,-2.063829787,-1.141843972,-1.425531915
-1.55483871,-1.129032258,-1.322580645,-1.451612903,-1.890322581,-1.206451613,-1.006451613,-2.251612903,-1.438709677,-1.387096774,-1.767741935,-0.767741935,-1.4,-1.690322581,-2.206451613,-1.064516129,-1.051612903,-3.148387097,-1.451612903,-1.058064516
-0.626666667,-0.674285714,-0.733333333,-0.92952381,-0.819047619,-0.539047619,-0.67047619,-1.544761905,-0.464761905,-0.801904762,-0.878095238,-0.662857143,-0.52952381,-0.921904762,-1.078095238,-0.468571429,-0.546666667,-1.72952381,-0.841904762,-0.792380952
-0.635036496,-1.270072993,-0.868613139,-0.883211679,-2.109489051,-0.620437956,-0.401459854,-1.642335766,-1.058394161,-1.277372263,-1.255474453,-0.591240876,-0.635036496,-1.795620438,-2.058394161,-0.583941606,-0.496350365,-2.708029197,-1.635036496,-1.03649635
-0.579439252,-1.121495327,-1.53271028,-1.112149533,-1.53271028,-1.018691589,-0.841121495,-2.037383178,-1.214953271,-1.579439252,-2.121495327,-0.934579439,-1.336448598,-2.028037383,-1.38317757,-1.261682243,-1.140186916,-2.887850467,-1.85046729,-1.317757009
0.06010929,-1.06557377,-0.978142077,-1.169398907,-1.448087432,-0.890710383,-0.786885246,-1.202185792,-1.382513661,-0.775956284,-0.923497268,-0.683060109,-0.508196721,-1.699453552,-1.316939891,-0.366120219,-0.612021858,-2.519125683,-1.617486339,-0.644808743
-1.186440678,-1.101694915,-1.161016949,-1.144067797,-2.033898305,-0.949152542,-0.830508475,-1.889830508,-1.050847458,-1.288135593,-1.466101695,-0.889830508,-1.491525424,-2.101694915,-1.762711864,-0.771186441,-0.677966102,-2.822033898,-1.652542373,-1.008474576
-0.436426117,-1.017182131,-1.405498282,-1.202749141,-1.463917526,-1.092783505,-1.041237113,-1.5395189,-0.553264605,-1.096219931,-1.082474227,-1.443298969,-0.542955326,-1.47766323,-1.735395189,-1.020618557,-0.87628866,-1.773195876,-1.195876289,-0.948453608
-1.272727273,-1.729386892,-1.285412262,-1.532769556,-2.190274841,-1.655391121,-1.723044397,-2.158562368,-0.875264271,-1.608879493,-1.875264271,-1.66807611,-1.321353066,-1.285412262,-2.570824524,-1.359408034,-1.338266385,-1.723044397,-0.822410148,-1.716701903
-0.456928839,-0.752808989,-1.183520599,-1.007490637,-1.149812734,-0.730337079,-0.606741573,-1.752808989,-0.434456929,-1.138576779,-1.052434457,-0.790262172,-0.471910112,-1.018726592,-1.303370787,-0.91011236,-0.951310861,-0.68164794,-0.617977528,-1.063670412
-0.660550459,-1.275229358,-0.559633028,-0.770642202,-2.486238532,-0.513761468,-0.47706422,-1.394495413,-1.541284404,-1.165137615,-1.376146789,-0.743119266,-1.247706422,-2.082568807,-1.71559633,-0.513761468,-0.330275229,-2.944954128,-1.834862385,-0.95412844
-1.905228758,-1.758169935,-1.797385621,-2.212418301,-2.392156863,-1.349673203,-1.738562092,-3.058823529,-1.568627451,-1.81372549,-2.032679739,-1.656862745,-1.598039216,-2.522875817,-2.879084967,-1.624183007,-1.428104575,-3.816993464,-2.169934641,-1.705882353
-0.599190283,-0.566801619,-0.71659919,-0.603238866,-2.854251012,-0.51417004,-0.700404858,-1.052631579,-0.874493927,-1.603238866,-1.732793522,-0.858299595,-1.473684211,-1.246963563,-0.805668016,-0.477732794,-0.696356275,-1.906882591,-0.914979757,-1.28340081
0.193370166,-0.720994475,-0.632596685,-0.665745856,-1.955801105,-0.513812155,-0.966850829,-0.723756906,-0.955801105,-1.361878453,-1.331491713,-1.035911602,-1.190607735,-1.461325967,-0.776243094,-0.331491713,-0.422651934,-1.541436464,-0.944751381,-0.950276243
-0.443514644,-1.205020921,-1.050209205,-1.230125523,-0.690376569,-1.150627615,-0.974895397,-1.506276151,-0.50209205,-0.715481172,-1.167364017,-1.133891213,-0.221757322,-0.974895397,-1.9958159,-0.861924686,-0.652719665,-1.732217573,-0.753138075,-0.732217573
-0.254859611,-1.155507559,-1.892008639,-1.768898488,-2.431965443,-1.298056156,-1.516198704,-1.684665227,-1.390928726,-1.576673866,-1.44924406,-1.468682505,-1.086393089,-2.028077754,-2.241900648,-1.254859611,-1.125269978,-2.617710583,-2.036717063,-1.181425486
-1.375545852,-1.510917031,-1.082969432,-1.716157205,-1.995633188,-1.056768559,-1.475982533,-1.934497817,-1.23580786,-1.375545852,-1.68558952,-1.152838428,-1.100436681,-1.807860262,-2.148471616,-0.903930131,-0.672489083,-3.227074236,-1.825327511,-1.248908297
-0.61341853,-1.396166134,-0.977635783,-1.345047923,-2.626198083,-1.115015974,-1.460063898,-1.747603834,-1.201277955,-1.638977636,-1.798722045,-1.562300319,-0.942492013,-1.587859425,-2.025559105,-1.239616613,-0.945686901,-1.405750799,-0.913738019,-1.476038339
-2.452830189,-3.062893082,-2.955974843,-3.402515723,-3.264150943,-2.911949686,-3.63836478,-3.371069182,-3.110062893,-3.204402516,-3.518867925,-3.169811321,-3.789308176,-4.418238994,-4.79245283,-1.298742138,-1.987421384,-4.15408805,-4.147798742,-2.962264151
-0.828358209,-0.880597015,-1.23880597,-1.402985075,-2.626865672,-0.850746269,-0.955223881,-1.97761194,-1.02238806,-1.313432836,-1.365671642,-0.917910448,-1.104477612,-1.432835821,-2.119402985,-1.104477612,-1.186567164,-2.402985075,-1.141791045,-1.365671642
-0.637096774,-1.637096774,-0.991935484,-0.935483871,-2.629032258,-0.830645161,-0.629032258,-2.016129032,-1.080645161,-1.39516129,-1.459677419,-0.379032258,-0.508064516,-1.927419355,-2.048387097,-1.120967742,-0.903225806,-3.193548387,-1.911290323,-1.241935484
-0.475409836,-1.008196721,-1.254098361,-1.090163934,-3.081967213,-0.967213115,-0.967213115,-1.631147541,-1.286885246,-1.704918033,-1.672131148,-0.991803279,-1.319672131,-1.729508197,-2.270491803,-0.803278689,-0.581967213,-2.229508197,-1.409836066,-1.196721311
